Department,Text_Length,Word_Count
Engineering,22032,2889
HR,7687,1046
HR,3780,506
HR,1935,240
HR,1483,189
HR,6268,827
HR,6399,854
HR,2102,286
HR,1447,193
HR,8552,1171
HR,38842,5080
HR,3004,442
HR,2319,286
HR,2017,273
HR,2156,251
HR,4977,627
HR,5651,873
HR,5351,668
HR,7656,1099
HR,6134,849
HR,9746,1257
HR,3005,408
HR,4849,650
HR,6303,784
HR,7965,1016
HR,6847,918
HR,4934,691
HR,5730,716
HR,12404,1650
HR,6264,803
HR,14694,1979
HR,5189,684
HR,2431,321
HR,5130,646
HR,1390,176
HR,4961,771
HR,5817,782
HR,5245,700
HR,1349,164
HR,5606,730
HR,5198,677
HR,8602,1033
HR,6310,780
HR,6266,839
HR,1130,149
HR,3527,487
HR,3642,453
HR,2282,293
HR,5630,912
HR,5921,798
HR,6421,903
HR,6100,891
HR,6446,864
HR,10608,1429
HR,5337,906
HR,11306,1449
HR,8357,1223
HR,5547,716
HR,7887,1030
HR,6260,911
HR,5136,713
HR,5522,716
HR,6785,844
HR,6087,804
HR,6498,877
HR,5240,701
HR,6129,868
HR,3755,461
HR,2008,271
HR,5612,781
HR,2077,257
HR,8390,1120
HR,6468,833
HR,2734,399
HR,7744,1038
HR,9794,1222
HR,6482,869
HR,5804,742
HR,3794,512
HR,6062,779
HR,5829,757
HR,6880,911
HR,5850,731
HR,5369,732
HR,7016,950
HR,5152,627
HR,6318,793
HR,6694,867
HR,6136,743
HR,5903,711
HR,8810,1125
HR,7394,1018
HR,3254,433
HR,5316,739
HR,5886,731
HR,6623,903
HR,5359,714
HR,9066,1242
HR,1716,192
HR,6632,862
HR,2181,274
HR,3104,405
HR,7100,1158
HR,5654,764
HR,5516,661
HR,5838,736
HR,5125,650
HR,7298,967
HR,5536,688
HR,5884,793
HR,6777,896
HR,10901,1417
HR,7618,1113
HR,6872,931
HR,5091,696
HR,5327,648
HR,7137,869
HR,5521,769
HR,5274,675
Finance,3547,464
Finance,3096,373
Finance,10236,1203
Finance,5886,744
Finance,3565,432
Finance,4260,531
Finance,7276,968
Finance,2076,256
Finance,5779,741
Finance,7066,869
Finance,6521,805
Finance,5444,718
Finance,8546,1083
Finance,5721,720
Finance,5845,758
Finance,5196,650
Finance,5170,627
Finance,10154,1281
Finance,6144,750
Finance,5602,723
Finance,4349,550
Finance,7685,957
Finance,5727,829
Finance,5776,772
Finance,5114,661
Finance,6699,903
Finance,5976,771
Finance,5948,717
Finance,2707,334
Finance,8645,1110
Finance,5743,751
Finance,5545,689
Finance,5639,714
Finance,3696,477
Finance,5196,650
Finance,6705,1009
Finance,3221,400
Finance,8381,1093
Finance,5400,672
Finance,8151,1026
Finance,9741,1255
Finance,6226,798
Finance,5722,764
Finance,6192,795
Finance,3276,407
Finance,5048,684
Finance,5512,717
Finance,5677,755
Finance,2442,280
Finance,5413,637
Finance,5216,622
Finance,7302,1015
Finance,5635,691
Finance,5357,648
Finance,6762,902
Finance,5049,625
Finance,5705,702
Finance,9468,1211
Finance,5254,764
Finance,5165,636
Finance,7793,993
Finance,20698,2667
Finance,7601,951
Finance,5859,742
Finance,5631,867
Finance,5891,723
Finance,9293,1274
Finance,7174,974
Finance,5480,734
Finance,9036,1246
Finance,5919,758
Finance,6037,737
Finance,2521,287
Finance,5441,698
Finance,8641,1210
Finance,5499,724
Finance,10878,1382
Finance,5492,694
Finance,5005,620
Finance,5125,681
Finance,5675,693
Finance,7325,916
Finance,5468,689
Finance,5909,751
Finance,7275,914
Finance,5875,822
Finance,7461,963
Finance,6110,845
Finance,5189,683
Finance,5143,645
Finance,6295,820
Finance,8628,1099
Finance,5781,727
Finance,5562,724
Finance,3035,401
Finance,6219,647
Finance,7764,951
Finance,6208,807
Finance,6805,866
Finance,4158,533
Finance,5054,701
Finance,6775,936
Finance,8232,989
Finance,7338,981
Finance,5570,774
Finance,11123,1440
Finance,5558,714
Finance,6722,955
Finance,5097,634
Finance,5851,768
Finance,10227,1297
Finance,7193,855
Finance,8599,1136
Finance,7286,934
Finance,7196,908
Finance,5272,634
Finance,6209,745
Finance,9511,1240
Marketing,1970,250
Marketing,6304,793
Marketing,9176,1289
Marketing,2250,265
Marketing,5533,674
Marketing,6825,920
Marketing,8073,1225
Marketing,6706,788
Marketing,8022,1110
Marketing,2323,283
Marketing,2947,402
Marketing,2377,291
Marketing,6552,813
Marketing,5008,654
Marketing,5322,675
Marketing,7801,992
Marketing,7117,979
Marketing,4930,647
Marketing,5659,784
Marketing,2499,302
Marketing,5051,620
Marketing,2596,332
Marketing,5551,826
Marketing,5135,669
Marketing,5282,639
Marketing,5168,703
Marketing,5160,687
Marketing,5643,737
Marketing,2165,286
Marketing,2213,250
Marketing,7919,1051
Marketing,6261,832
Marketing,6810,918
Marketing,5374,683
Marketing,6933,950
Marketing,5572,729
Marketing,12984,1596
Marketing,5349,692
Marketing,5923,752
Marketing,3263,397
Marketing,6489,847
Marketing,7540,986
Marketing,6567,859
Marketing,11733,1515
Marketing,5206,683
Marketing,2652,345
Marketing,6504,813
Marketing,13114,1735
Marketing,6594,846
Marketing,4999,651
Marketing,6371,832
Marketing,5838,756
Marketing,5090,663
Marketing,9262,1091
Marketing,5073,651
Marketing,6938,869
Marketing,6843,921
Marketing,3639,433
Marketing,8229,1110
Marketing,6043,755
Marketing,5320,650
Marketing,3266,424
Marketing,2824,362
Marketing,2209,286
Marketing,7897,1031
Marketing,7291,921
Marketing,5241,685
Marketing,6160,797
Marketing,5278,665
Marketing,5819,758
Marketing,6310,809
Marketing,5887,711
Marketing,7957,1022
Marketing,6782,828
Marketing,8153,1053
Marketing,6423,796
Marketing,2991,358
Marketing,5423,676
Marketing,6988,890
Marketing,7101,925
Marketing,6187,799
Marketing,9218,1205
Marketing,6671,837
Marketing,6497,868
Marketing,5892,763
Marketing,5003,684
Marketing,7394,919
Marketing,5169,647
Marketing,6099,845
Marketing,8726,1136
Marketing,6543,824
Marketing,5437,706
Marketing,8608,1117
Marketing,5093,655
Marketing,11171,1513
Marketing,7098,915
Marketing,6326,797
Engineering,3651,433
Engineering,13441,1714
Engineering,3741,457
Engineering,6319,913
Engineering,4850,619
Engineering,7852,1049
Engineering,7037,879
Engineering,5703,740
Engineering,5625,735
Engineering,5250,644
Engineering,5463,669
Engineering,5228,639
Engineering,5776,743
Engineering,5927,743
Engineering,7164,928
Engineering,5786,777
Engineering,4317,539
Engineering,8402,1172
Engineering,1604,216
Engineering,6531,849
Engineering,5252,707
Engineering,5172,760
Engineering,9248,1220
Engineering,9566,1265
Engineering,10798,1392
Engineering,5033,641
Engineering,5568,715
Engineering,9461,1209
Engineering,3330,440
Engineering,3116,369
Engineering,6438,824
Engineering,6267,826
Engineering,6184,842
Engineering,4994,648
Engineering,5197,644
Engineering,11853,1529
Engineering,3351,406
Engineering,1400,156
Engineering,2234,276
Engineering,6246,816
Engineering,7537,940
Engineering,7234,968
Engineering,7409,988
Engineering,5401,710
Engineering,5904,730
Engineering,3540,457
Engineering,8036,1029
Engineering,6711,909
Engineering,5323,699
Engineering,6143,804
Engineering,5980,700
Engineering,6896,847
Engineering,3018,372
Engineering,2274,294
Engineering,6381,868
Engineering,6450,874
Engineering,6714,899
Engineering,7212,976
Engineering,5205,614
Engineering,5181,699
Engineering,6152,815
Engineering,15541,1961
Engineering,5447,648
Engineering,5362,768
Engineering,7359,891
Engineering,7589,980
Engineering,3284,430
Engineering,5849,956
Engineering,6527,817
Engineering,3673,467
Engineering,4982,637
Engineering,5702,702
Engineering,6980,915
Engineering,5869,751
Engineering,5772,752
Engineering,9147,1115
Engineering,5291,707
Engineering,10455,1306
Engineering,6662,849
Engineering,5254,647
Engineering,5050,599
Engineering,5796,773
Engineering,9807,1209
Engineering,11856,1566
Engineering,7414,1058
Engineering,8903,1163
Engineering,8510,1044
Engineering,4404,578
Engineering,6064,802
Engineering,5616,722
Engineering,5079,635
Engineering,6983,906
Engineering,5078,639
Engineering,5980,810
Engineering,6866,898
Engineering,8557,1085
Engineering,3271,386
Engineering,5120,652
Engineering,8561,1073
Engineering,2938,379
Engineering,19632,2579
Engineering,8226,1039
Engineering,6177,790
Engineering,8218,979
Engineering,4894,630
Engineering,4991,648
Engineering,2902,371
Engineering,7261,940
Engineering,6045,758
Engineering,7263,974
Engineering,5578,719
Engineering,6005,718
Engineering,18043,2449
Engineering,8410,1034
Engineering,7102,919
Engineering,6199,846
Engineering,5830,759
Engineering,7722,1068
Finance,6268,774
Finance,2399,291
Finance,5863,759
Finance,6755,824
Finance,6284,810
Finance,6538,808
Finance,5202,653
Finance,8016,1021
Finance,5783,731
Finance,24695,3459
Finance,5462,699
Finance,7135,926
Finance,6562,837
Finance,5216,697
Finance,1774,203
Finance,3347,425
Finance,6253,795
Finance,6465,848
Finance,5120,639
Finance,7094,863
Finance,5130,650
Finance,6827,859
Finance,5338,647
Finance,5823,743
Finance,5484,671
Finance,6947,831
Finance,6679,867
Finance,5866,718
Finance,2176,271
Finance,5544,709
Finance,3730,452
Finance,5330,681
Finance,6241,747
Finance,5515,686
Finance,6339,773
Finance,12286,1581
Finance,5097,628
Finance,6024,761
Finance,6164,796
Finance,5194,674
Finance,6588,837
Finance,5093,632
Finance,4338,510
Finance,3693,442
Finance,1210,143
Finance,2936,344
Finance,6684,862
Finance,6911,928
Finance,6947,856
Finance,5685,789
Finance,5948,750
Finance,5093,644
Finance,5861,750
Finance,8498,1147
Finance,7053,899
Finance,6186,857
Finance,4022,465
Finance,5296,681
Finance,5992,753
Finance,5877,685
Finance,11831,1519
Finance,6652,816
Finance,5361,649
Finance,6425,842
Finance,8365,1046
Finance,5296,651
Finance,8966,1065
Finance,10809,1407
Finance,5754,737
Finance,5623,706
Finance,7834,982
Finance,7245,909
Finance,5030,616
Finance,9292,1165
Finance,5332,693
Finance,5092,740
Finance,6628,823
Finance,5556,686
Finance,3997,468
Finance,5847,782
Finance,5621,712
Finance,6870,885
Finance,7106,916
Finance,5322,670
Finance,5373,682
Finance,7826,1047
Finance,9467,1219
Finance,6166,849
Finance,4633,594
Finance,4498,544
Finance,4940,600
Finance,5812,731
Finance,6262,827
Finance,4899,628
Finance,5403,677
Finance,6898,866
Finance,5540,743
Finance,6636,747
Finance,8688,1186
Finance,5969,739
Finance,5047,655
Finance,8728,1090
Finance,5562,636
Finance,6075,797
Finance,13691,1825
Finance,7958,994
Finance,8779,1060
Finance,5174,664
Finance,9435,1200
Finance,5275,708
Finance,8158,992
Finance,5603,694
Finance,2002,233
Finance,3589,449
Finance,8968,1152
Finance,6179,782
Finance,6394,829
Finance,5277,696
Engineering,1885,214
Engineering,5338,727
Engineering,1685,222
Engineering,5403,683
Engineering,5268,790
Engineering,881,113
Engineering,3526,461
Engineering,7307,959
Engineering,3319,384
Engineering,5206,682
Engineering,6244,764
Engineering,5609,702
Engineering,4139,626
Engineering,1763,232
Engineering,13910,1522
Engineering,7512,922
Engineering,8820,1143
Engineering,7820,939
Engineering,5580,729
Engineering,2162,266
Engineering,7662,936
Engineering,5469,702
Engineering,18700,2540
Engineering,4437,573
Engineering,11754,1565
Engineering,5440,666
Engineering,9431,1196
Engineering,2815,351
Engineering,7447,932
Engineering,5692,678
Engineering,2124,274
Engineering,7302,956
Engineering,5075,622
Engineering,7390,953
Engineering,21675,3128
Engineering,7027,924
Engineering,3764,531
Engineering,8334,1009
Engineering,5703,689
Engineering,8118,1043
Engineering,5681,708
Engineering,4165,527
Engineering,5507,730
Engineering,8441,1009
Engineering,6905,870
Engineering,5186,654
Engineering,4973,611
Engineering,6442,815
Engineering,6057,779
Engineering,5539,682
Engineering,6316,822
Engineering,4994,614
Engineering,9190,1093
Engineering,7443,950
Engineering,8133,1048
Engineering,5319,670
Engineering,5705,711
Engineering,3395,454
Engineering,7756,1040
Engineering,5472,699
Engineering,3783,470
Engineering,5025,651
Engineering,6038,829
Engineering,12552,1556
Engineering,6222,780
Engineering,6418,784
Engineering,10077,1356
Engineering,6400,804
Engineering,7964,985
Engineering,5195,620
Engineering,9861,1277
Engineering,3732,428
Engineering,7206,870
Engineering,10072,1286
Engineering,9190,1258
Engineering,6071,773
Engineering,11923,1501
Engineering,6293,802
Engineering,9004,1152
Engineering,6722,844
Engineering,5365,656
Engineering,30055,3994
Engineering,8125,1063
Engineering,8459,1125
Engineering,3403,448
Engineering,8442,1135
Engineering,6173,781
Engineering,6078,801
Engineering,4964,736
Engineering,1930,240
Engineering,6770,853
Engineering,8798,1174
Engineering,7582,1062
Engineering,5585,707
Engineering,7431,963
Engineering,1936,236
Engineering,5615,724
Engineering,5713,727
Engineering,2723,328
Engineering,5854,877
Engineering,6768,892
Engineering,2568,356
Engineering,6217,852
Engineering,10119,1331
Engineering,7010,902
Engineering,5078,690
Engineering,5183,656
Engineering,1407,169
Engineering,10860,1386
Engineering,5600,741
Engineering,2482,298
Engineering,5871,741
Marketing,6486,835
Marketing,5317,716
Marketing,3883,468
Marketing,8384,1051
Marketing,5824,772
Marketing,5851,708
Marketing,8009,1170
Marketing,5750,811
Marketing,8118,1031
Marketing,7611,937
Marketing,8854,1124
Marketing,5811,745
Marketing,8684,1179
Marketing,5510,716
Marketing,5420,719
Marketing,6141,738
Marketing,6454,860
Marketing,6440,808
Marketing,6273,773
Marketing,2712,352
Marketing,6713,845
Marketing,6040,775
Marketing,5191,680
Marketing,5546,742
Marketing,11628,1480
Marketing,4989,604
Marketing,8630,1081
Marketing,9880,1284
Marketing,5584,722
Marketing,5978,744
Marketing,6664,887
Marketing,5117,634
Marketing,6434,860
Marketing,7308,1008
Marketing,10724,1353
Marketing,2099,253
Marketing,6412,846
Marketing,5881,771
Marketing,8728,1111
Marketing,11431,1492
Marketing,7000,864
Marketing,8912,1122
Marketing,3220,408
Marketing,5359,640
Marketing,5313,707
Marketing,7721,1048
Marketing,5410,601
Marketing,5110,619
Marketing,11108,1351
Marketing,5299,662
Marketing,5058,630
Marketing,9659,1369
Marketing,4978,657
Marketing,6800,893
Marketing,5919,730
Marketing,9838,1247
Marketing,5877,793
Marketing,6822,901
Marketing,6530,737
Marketing,9963,1314
Marketing,7717,960
Marketing,5442,664
Marketing,7022,894
Marketing,5641,719
Marketing,6403,815
Marketing,5257,659
Marketing,3869,490
Marketing,5023,631
Marketing,6156,777
Marketing,5169,683
Marketing,5226,592
Marketing,19887,2623
Marketing,3869,506
Marketing,35933,5190
Marketing,6522,805
Marketing,10126,1283
Marketing,6505,888
Marketing,8431,1060
Marketing,6005,707
Marketing,5215,654
Marketing,5316,664
Marketing,6082,722
Marketing,6272,807
Marketing,5487,739
Marketing,5519,658
Marketing,5457,800
Marketing,6137,816
Marketing,4877,614
Marketing,6413,827
Marketing,6059,778
Marketing,2824,368
Marketing,4446,591
Marketing,9893,1454
Marketing,5625,690
Marketing,5156,665
Marketing,5833,718
Marketing,15415,1939
Marketing,6081,742
Marketing,7736,941
Marketing,4179,481
Marketing,5928,735
Marketing,4445,549
Marketing,9027,1147
Marketing,5945,716
Marketing,7396,940
Marketing,5626,741
Marketing,5940,731
Marketing,6755,812
Marketing,6234,776
Marketing,10254,1323
Marketing,5211,652
Finance,3275,389
Finance,1767,229
Finance,7307,899
Finance,2065,247
Finance,3178,406
Finance,5809,780
Finance,5672,741
Finance,5394,730
Finance,9038,1162
Finance,4438,553
Finance,4797,621
Finance,4901,646
Finance,7891,960
Finance,6512,830
Finance,1824,223
Finance,3155,402
Finance,4872,590
Finance,5295,682
Finance,5337,693
Finance,5607,715
Finance,5126,671
Finance,9177,1157
Finance,5811,708
Finance,9454,1285
Finance,6187,758
Finance,5719,713
Finance,5188,706
Finance,9649,1285
Finance,6128,778
Finance,6572,858
Finance,7369,914
Finance,8799,1122
Finance,7184,1121
Finance,5511,726
Finance,5272,701
Finance,5534,763
Finance,5236,633
Finance,4970,614
Finance,5606,761
Finance,12495,1514
Finance,5518,804
Finance,9758,1344
Finance,7809,990
Finance,8347,1108
Finance,5206,694
Finance,7391,956
Finance,5889,843
Finance,5168,661
Finance,4634,615
Finance,4967,594
Finance,15896,2101
Finance,6490,899
Finance,7135,1067
Finance,10406,1402
Finance,6915,873
Finance,3373,404
Finance,5630,733
Finance,6476,868
Finance,4950,596
Finance,6434,850
Finance,6892,877
Finance,6629,855
Finance,8052,1049
Finance,3025,344
Finance,5471,685
Finance,5095,684
Finance,6852,935
Finance,7191,952
Finance,5489,703
Finance,6715,878
Finance,5772,758
Finance,7774,1039
Finance,11923,1565
Finance,6305,806
Finance,5399,675
Finance,5084,696
Finance,7199,982
Finance,6664,834
Finance,9762,1284
Finance,6084,772
Finance,5952,795
Finance,5234,669
Finance,6757,871
Finance,5061,635
Finance,7313,910
Finance,5360,688
Finance,8604,1105
Finance,5295,652
Finance,3773,464
Finance,6413,817
Finance,2240,266
Finance,5309,630
Finance,5741,721
Finance,11593,1725
Finance,5548,722
Finance,3103,416
Finance,5223,689
Finance,5535,675
Finance,4850,634
Finance,6375,761
Finance,8299,1147
Finance,5678,704
Finance,7907,1032
Finance,8000,978
Finance,6714,872
Finance,5898,750
Finance,6444,700
Finance,3594,446
Finance,4856,615
Finance,2628,316
Finance,5040,699
Finance,7039,938
Finance,7139,921
Finance,5313,703
Finance,5269,675
Marketing,5120,670
Marketing,6910,851
Marketing,3581,453
Marketing,2060,258
Marketing,7118,1068
Marketing,5873,764
Marketing,5260,702
Marketing,7554,1004
Marketing,5582,672
Marketing,3567,516
Marketing,2052,267
Marketing,8942,1158
Marketing,7013,943
Marketing,5307,660
Marketing,5090,643
Marketing,6988,941
Marketing,5403,682
Marketing,10140,1311
Marketing,5475,714
Marketing,4779,585
Marketing,9788,1300
Marketing,6292,854
Marketing,7126,840
Marketing,7499,902
Marketing,5130,673
Marketing,3425,395
Marketing,5098,659
Marketing,5839,727
Marketing,5798,768
Marketing,4967,688
Marketing,6832,869
Marketing,3607,445
Marketing,3777,490
Marketing,5315,672
Marketing,5261,747
Marketing,5295,674
Marketing,7622,950
Marketing,9185,1168
Marketing,5209,626
Marketing,8438,1252
Marketing,8527,1134
Marketing,5090,639
Marketing,6881,897
Marketing,7622,1024
Marketing,6464,789
Marketing,5634,782
Marketing,1812,256
Marketing,8346,1090
Marketing,5959,770
Marketing,7646,1079
Marketing,6219,889
Marketing,4917,643
Marketing,5608,675
Marketing,4849,572
Marketing,5945,738
Marketing,2386,306
Marketing,7557,952
Marketing,11434,1480
Marketing,1272,172
Marketing,10885,1307
Marketing,4940,782
Marketing,11369,1367
Marketing,5332,675
Marketing,7171,934
Marketing,5637,657
Marketing,5447,692
Marketing,12114,1507
Marketing,9741,1231
Marketing,5154,627
Marketing,5520,662
Marketing,5038,631
Marketing,5917,744
Marketing,7831,984
Marketing,5355,688
Marketing,5295,664
Marketing,6993,844
Marketing,3429,439
Marketing,6008,795
Marketing,3776,480
Marketing,2130,298
Marketing,7412,1058
Marketing,5235,761
Marketing,5026,615
Marketing,2997,399
Marketing,3931,498
Marketing,1975,235
Marketing,1986,244
Marketing,6435,784
Marketing,2781,346
Marketing,8367,990
Marketing,10002,1325
Marketing,7181,931
Marketing,6248,813
Marketing,5850,791
Marketing,8941,1190
Marketing,8685,1127
Marketing,7570,1034
Marketing,8425,1128
Marketing,2774,372
Marketing,4948,603
Marketing,6312,806
Marketing,7511,947
Marketing,2879,366
Engineering,6200,754
Engineering,3050,371
Engineering,10443,1384
Engineering,8610,1032
Engineering,6169,794
Engineering,5805,704
Engineering,14019,1829
Engineering,8199,989
Engineering,5454,709
Engineering,9015,1208
Engineering,7302,929
Engineering,7258,943
Engineering,5428,743
Engineering,5189,680
Engineering,5426,723
Engineering,5827,767
Engineering,6343,846
Engineering,6720,851
Engineering,6765,865
Engineering,5421,681
Engineering,5538,761
Engineering,9497,1279
Engineering,9015,1264
Engineering,7898,988
Engineering,6648,837
Engineering,7978,1077
Engineering,4434,548
Engineering,5762,708
Engineering,4127,530
Engineering,5085,762
Engineering,4422,627
Engineering,3799,460
Engineering,4370,491
Engineering,5005,624
Engineering,9021,1334
Engineering,3103,379
Engineering,3354,415
Engineering,5533,695
Engineering,2771,343
Engineering,5399,656
Engineering,2631,323
Engineering,6614,812
Engineering,6603,796
Engineering,14060,1681
Engineering,7209,948
Engineering,7358,978
Engineering,9774,1208
Engineering,6461,790
Engineering,5280,641
Engineering,5115,626
Engineering,6445,825
Engineering,6992,884
Engineering,6466,821
Engineering,5137,790
Engineering,2034,232
Engineering,6134,750
Engineering,6953,808
Engineering,3631,436
Engineering,6274,783
Engineering,5149,644
Engineering,5905,774
Engineering,5136,605
Engineering,7182,906
Engineering,6493,818
Engineering,11754,1525
Engineering,9532,1209
Engineering,1631,223
Engineering,7896,1012
Engineering,7692,908
Engineering,3415,427
Engineering,5406,711
Engineering,6944,921
Engineering,4984,627
Engineering,5502,660
Engineering,5250,708
Engineering,5085,589
Engineering,6212,780
Engineering,5234,681
Engineering,1642,195
Engineering,3501,523
Engineering,9323,1348
Engineering,7108,927
Engineering,5704,710
Engineering,6707,832
Engineering,9469,1186
Engineering,6635,821
Engineering,5298,657
Engineering,4742,609
Engineering,6266,729
Engineering,5250,707
Engineering,3442,454
Engineering,5685,750
Engineering,5388,663
Engineering,10146,1331
Engineering,2261,253
Engineering,5538,680
Engineering,1553,202
Engineering,2552,301
Engineering,4934,595
Engineering,7816,976
Engineering,6656,839
Engineering,6882,890
Engineering,9568,1194
Engineering,7213,944
Engineering,5187,676
Engineering,5810,726
Engineering,7755,981
Engineering,7263,877
Engineering,13793,1798
Engineering,5531,713
Engineering,5681,742
Engineering,7894,1042
Engineering,5533,752
Engineering,7108,902
Engineering,2020,241
Engineering,5074,683
Engineering,5234,681
